"Frequency Output","Frequency Input","FCC Callsign",Agency/Category,County,Description,"Alpha Tag","PL Output Tone","PL Input Tone",Mode,"Class Station Code",Tag
154.130000,158.77500,,"Jones County",Jones,"Martelle Interop Repeater","MARTELLE I/O RPT","156.7 PL",,FMN,F,Multi-Tac
154.130000,0.00000,KDO203,"Sac County",Sac,Fireground,"Sac Firegnd",,,FMN,BM,Fire-Tac
154.130000,0.00000,WPNS535,"Wapello County",Wapello,"Fire Dispatch",WapelloFire,"156.7 PL",,FMN,BM,"Fire Dispatch"
154.130000,0.00000,WPUV636,"Earling Fire & Rescue",Shelby,Fireground,"Earling FG",,,FM,BM,Fire-Tac
154.130000,0.00000,WPQA703,"New Hampton",Chickasaw,Fireground,"New Hampton FG",,,FMN,M,Fire-Tac
154.130000,0.00000,KAA571,"Emmet County",Emmet,"Sheriff Dispatch - Esterville Tower","Emmet SO","107.2 PL",,FM,RM,"Law Dispatch"
154.130000,0.00000,KAA571,"Emmet County",Emmet,"Sheriff Dispatch - Esterville Tower","Emmet SO","583 NAC",,P25,RM,"Law Dispatch"
154.145000,150.77500,WPQG214,"Marion County",Marion,"Fire/Rescue Dispatch","Marion Fire","203.5 PL",,FM,RM,"Fire Dispatch"
154.145000,150.79000,WPYS389,"Pocahontas County",Pocahontas,"Fire Dispatch","76 FIRE DISPATCH","107.2 PL",,FMN,RM,"Fire Dispatch"
154.145000,0.00000,WNQG625,"New Albin",Allamakee,"Fire Dispatch","New Albin Fire","103.5 PL",,FMN,BM,"Fire Dispatch"
154.145000,0.00000,KNJP573,"Cass County",Cass,"Fire Dispatch - 186.2 PL when paging Griswold Fire",CassFireDisp,,,FMN,BM,"Fire Dispatch"
154.145000,0.00000,KLV936,"Louisa County",Louisa,"Fire Dispatch","Louisa Fire","156.7 PL",,FMN,BM,"Fire Dispatch"
154.145000,150.77500,WQS430,Keokuk,Lee,"Fire/EMS: Dispatch","Keokuk Fire","703 DPL",,FMN,RM,"Fire Dispatch"
154.145000,0.00000,KB77617,Winfield,Henry,Fireground,"Winfield FG",,,FMN,M,Fire-Tac
154.145000,0.00000,KAM266,Pella,Marion,"EMS Dispatch","Pella EMS",CSQ,,FMN,BM,"EMS Dispatch"
154.160000,153.74000,WPUZ458,"Lyon County",Lyon,"Fire Dispatch","LYON FIRE DISP","127.3 PL",,FMN,RM,"Fire Dispatch"
154.160000,0.00000,KAB788,"West Des Moines",Polk,"Fire Dispatch","WDM FireDisp","127.3 PL",,FMN,BM,"Fire Dispatch"
154.160000,0.00000,WZW936,"Fremont County",Fremont,"Fire Dispatch",FremontFire,"136.5 PL",,FMN,BM,"Fire Dispatch"
154.160000,0.00000,KNJZ545,"Crawford County",Crawford,"Fir/EMS; Tone-Outs/Dispatch","Crwfd CoFireEMS",CSQ,,FMN,RM,"Fire Dispatch"
154.160000,159.37500,WXB820,"Keokuk County",Keokuk,"Fire Dispatch",KeokukCoFire,"146.2 PL",,FMN,RM,"Fire Dispatch"
154.160000,158.77500,KLE694,"Wright County",Wright,"Fire Dispatch","Wright Fire","151.4 PL",,FM,RM,"Fire Dispatch"
154.160000,158.95500,WPQG811,"Fayette County",Fayette,"Fire/EMS Paging","Fayette Paging","073 DPL",,FMN,RM,"Fire Dispatch"
154.160000,0.00000,wPUZ458,"Lyon County",Lyon,"Fire Talkaround","LYON FIRE TA",CSQ,,FMN,BM,Fire-Talk
154.175000,0.00000,WPJJ754,"Muscatine County",Muscatine,"Fire Paging","MusCo Fire","167.9 PL",,FMN,BM,"Fire Dispatch"
154.175000,154.01000,WPZX783,"Calhoun County",Calhoun,"Fire Dispatch","Calhoun Fire","155 DPL",,FMN,RM,"Fire Dispatch"
154.175000,0.00000,WNJD874,"Grundy County",Grundy,"Fire Dispatch (countywide, simulcast on CIRPSCS)",GrunCoFDDisp,"167.9 PL",,FMN,BM,"Fire Dispatch"
154.175000,0.00000,WPZX575,"Monroe County",Monroe,"Fire Dispatch","Monroe Fire",CSQ,,FMN,BM,"Fire Dispatch"
154.175000,0.00000,WQM646,"Jackson Township (Keokuk)",Lee,"Fire: Operations",JcksnTwpFire,"703 DPL",,FMN,BM,Fire-Tac
154.175000,159.22500,KNAW735,Prescott,Adams,"Fire Dispatch","Prescot Fire",,,FM,RM,"Fire Dispatch"
154.175000,0.00000,KNDD764,Corning,Adams,"Fire Dispatch","Corning Fire",,,FM,BM,"Fire Dispatch"
154.175000,0.00000,WNVL595,Westphalia,Shelby,Fireground,WestphaliaFG,,,FM,M,Fire-Tac
154.175000,0.00000,KQT999,"Dubuque County",Dubuque,"Fire Dispatch","Dub Fire Pag",CSQ,,FM,BM,"Fire Dispatch"
154.175000,0.00000,"KAB991 ","Sioux City",Woodbury,"City Paging","SiouxCity Pg","94.8 PL",,FM,B,"Public Works"
154.175000,0.00000,,"Muscatine County",Muscatine,"Fire Operations","Musc FireOps",,,DMR,BM,Fire-Tac
154.190000,0.00000,KSJ369,"Sioux County",Sioux,"Fire Paging","Sioux FirePage",CSQ,,FM,BM,"Fire Dispatch"
154.190000,159.22750,KQT250,"Des Moines County - DesCom","Des Moines","Fire: Dispatch","DesMoCo Fire","141.3 PL",,FMN,BM,"Fire Dispatch"
154.190000,159.04500,KSJ369,"Sioux County",Sioux,"Fire Response","Sioux Fire","94.8 PL",,FM,RM,"Fire Dispatch"
154.190000,0.00000,KDG749,"Webster City",Hamilton,"Fire Dispatch",WbstrCityFir,"167.9 PL",,FMN,BM,"Fire Dispatch"
154.190000,0.00000,KNIW641,"Madison County",Madison,"Fire Dispatch",MadisonFire,"192.8 PL",,FMN,BM,"Fire Dispatch"
154.190000,158.92500,WPNS535,"Wapello County",Wapello,"Fire Dispatch",WapelloFireR,"123.0 PL",,FMN,RM,"Fire Dispatch"
154.190000,158.74500,WPVC738,"Jasper County",Jasper,"Fire Dispatch - Baxter","Jspr Fire N West","107.2 PL",,FMN,RM,"Fire Dispatch"
154.190000,158.74500,,Baxter,Jasper,"Public Works","Baxter PW","97.4 PL",,FMN,RM,"Public Works"
154.197500,159.31500,WQW865,"Schools Newell-Fonda",Statewide,"Channel 1-Transportation Opertations","NF School","445 DPL",,FMN,RM,Schools
154.197500,0.00000,WNSU442,"Winneshiek County",Winneshiek,Fire,"Winn Paging","074 DPL",,FMN,B,"Fire Dispatch"
154.205000,159.46500,WPGQ342,"Jackson County",Jackson,"Fire Dispatch - Bellevue Tower",JackCoFrBvew,"173.8 PL",,FMN,RM,"Fire Dispatch"
154.205000,159.46500,WPGQ342,"Jackson County",Jackson,"Fire Dispatch -  La Motte Tower",JackosonCoFr,"167.9 PL",,FMN,RM,"Fire Dispatch"
154.205000,159.46500,WPGQ342,"Jackson County",Jackson,"Fire Dispatch - Baldwin Tower",JacksonCoFr,"162.2 PL",,FMN,RM,"Fire Dispatch"
154.205000,159.46500,WPGQ342,"Jackson County",Jackson,"Fire Dispatch - Andrew Tower",JacksonCoFr,"203.5 PL",,FMN,RM,"Fire Dispatch"
154.205000,0.00000,KAD761,"Monona County",Monona,"Fire Dispatch","MONONA CO FIRE",CSQ,,FMN,BM,"Fire Dispatch"
154.205000,0.00000,WNCJ785,"Tama County",Tama,"Fire/EMS Dispatch","Tama Fire Page","186.2 PL",,FMN,BM,"Fire Dispatch"
154.205000,0.00000,WPMX240,"Dickinson County",Dickinson,"Fire & EMS Paging",DickFireDisp,"167.9 PL",,FMN,BM,"Fire Dispatch"
154.205000,159.46500,WPGQ342,"Jackson County",Jackson,"Fire Dispatch - Maquoketa Tower",JackCoFrMaq,"179.9 PL",,FMN,RM,"Fire Dispatch"
154.205000,159.46500,WPGQ342,"Jackson County",Jackson,"Fire Dispatch - Preston Tower",JackCoFrPrre,"186.2 PL",,FMN,RM,"Fire Dispatch"
154.205000,0.00000,WPGQ342,"Jackson County",Jackson,"Fire Dispatch",JacksonCoFr,CSQ,,FMN,BM,"Fire Dispatch"
154.205000,0.00000,KNBN649,"Appanoose County",Appanoose,"Fire/EMS Dispatch","Appanoose Fire","167.9 PL",,FMN,BM,"Fire Dispatch"
154.205000,150.79000,WPCC623,"Taylor County",Taylor,"Fire Dispatch","Taylor Fire","136.5 PL",,FMN,RM,"Fire Dispatch"
154.205000,0.00000,WPYG970,"Warren County",Warren,Fireground,WarrenFGnd,"047 DPL",,FM,BM,Fire-Tac
154.205000,0.00000,KNAZ313,"Greene County",Greene,"Fire Dispatch","GreenCo Fire","192.8 PL",,FMN,BM,"Fire Dispatch"
154.205000,158.92500,WPYC648,"Worth County",Worth,"Fire Dispatch - 67.0 PL on input","Worth Fire",,,FM,RM,"Fire Dispatch"
154.205000,0.00000,KNNP548,"Olds Volunteer Fire Department",Henry,Fireground,"Olds Fireground ",,,FMN,BM,Fire-Tac
154.220000,0.00000,KDJ596,"Kossuth County",Kossuth,"Fire Dispatch",KossuthFire,,,FM,BM,"Fire Dispatch"
154.220000,0.00000,KNFQ530,Ames,Story,"Fire Dispatch","Ames FD Page","91.5 PL",,FM,BM,"Fire Dispatch"
154.220000,0.00000,WQHD239,"Clarke County",Clarke,"Fire Dispatch",ClarkeCoFire,,,FM,BM,"Fire Dispatch"
154.220000,153.89000,WPWC709,"Shelby County",Shelby,"Fire/EMS Dispatch","Shelby Fire",CSQ,,FMN,RM,"Fire Dispatch"
154.220000,159.27000,KNGG526,"Scott County",Scott,"Fire Dispatch - 186.2 PL on input","Scott Fire A",CSQ,,FMN,RM,"Fire Dispatch"
154.220000,159.42750,WQK920,"Plymouth County",Plymouth,"Fire/EMS Dispatch","PLYMOUTH FIRE ","311 DPL",,FMN,RM,"Fire Dispatch"
154.220000,159.27000,KNGG526,"Scott County",Scott,"Fire Dispatch - Unknown Repeater Location","Scott Fire H","203.5 PL",,FMN,RM,"Fire Dispatch"
154.220000,159.27000,KNGG526,"Scott County",Scott,"Fire Dispatch - West Lake Park Repeater","Scott Fire G","186.2 PL",,FMN,RM,"Fire Dispatch"
154.220000,159.27000,KNGG526,"Scott County",Scott,"Fire Dispatch - LeClaire Repeater","Scott Fire F","131.8 PL",,FMN,RM,"Fire Dispatch"
154.220000,159.27000,KNGG526,"Scott County",Scott,"Fire Dispatch - Bettendorf Repeater","Scott Fire E","110.9 PL",,FMN,RM,"Fire Dispatch"
154.220000,159.27000,KNGG526,"Scott County",Scott,"Fire Dispatch - Eldridge Repeater","Scott Fire D","123.0 PL",,FMN,RM,"Fire Dispatch"
154.220000,159.27000,KNGG526,"Scott County",Scott,"Fire Dispatch - Walcott Repeater","Scott Fire C","162.2 PL",,FMN,RM,"Fire Dispatch"
154.220000,159.27000,KNGG526,"Scott County",Scott,"Fire Dispatch - Princeton Repeater","Scott Fire B","79.7 PL",,FMN,RM,"Fire Dispatch"
154.235000,154.95000,WPJX412,"Poweshiek County",Poweshiek,"Fire Dispatch","Poweshiek Fire ","192.8 PL",,FMN,RM,"Fire Dispatch"
154.235000,150.80500,WPTP864,"Clinton County",Clinton,"Fire Dispatch (146.2PL for Voice Ops)","Clinton Fire",CSQ,,FMN,RM,"Fire Dispatch"
154.235000,0.00000,WPXU217,"Clay County",Clay,"Fire Dispatch","Clay Fire Disp","466 DPL",,FMN,BM,"Fire Dispatch"
154.235000,0.00000,WQCX704,"Guthrie County",Guthrie,"Fire Dispatch",GuthFireDisp,"146.2 PL",,FMN,BM,"Fire Dispatch"
154.235000,0.00000,KRM652,"Cerro Gordo County","Cerro Gordo","Fire Dispatch","CG Co FrDisp",CSQ,,FMN,BM,"Fire Dispatch"
154.235000,159.04500,WQGS402,"Hamilton County",Hamilton,"Fire Dispatch",HamiltonCoFr,,,FMN,RM,"Fire Dispatch"
154.250000,0.00000,KCL404,"Fort Dodge",Webster,"Old Fire Dispatch","FDFD Disp","127.3 PL",,FMN,BM,Fire-Tac
154.250000,0.00000,KAN839,"Pottawattamie County",Pottawattamie,"Fire Mutual Aid","Fire Mut Aid","141.3 PL",,FM,BM,Fire-Tac
154.250000,0.00000,"WQVH813 ",Urbandale,Polk,"Fire Dispatch","Udale Fire","82.5 PL",,FMN,BM,"Fire Dispatch"
154.250000,153.83000,WRL613,"Sioux City",Woodbury,"Fire Dispatch","SiouxCity FD","136.5 PL",,FM,RM,"Fire Dispatch"
154.250000,0.00000,WPMV258,Sibley,Osceola,Fireground,SibleyFireGn,,,FMN,BM,Fire-Tac
154.250000,0.00000,KDT258,Muscatine,Muscatine,Data,MuscFireData,,,Telm,BM,Data
154.250000,153.83000,WPIY684,"Mills County",Mills,"Fire Dispatch","MillsCo Fire",CSQ,,FMN,RM,"Fire Dispatch"
154.265000,0.00000,KNGJ620,"Linn County",Linn,"Search and Rescue","Linn S&R","192.8 PL",,FMN,BM,Multi-Tac
154.265000,0.00000,KTE529,Burlington,"Des Moines","Fire: Tactical 4","Burl Fire Tac 4 ","141.3 PL",,FMN,M,Fire-Tac
154.280000,0.00000,KQ7633,"Plymouth County",Plymouth,"Fireground 1","PLYMOUTH FG 1",,,FMN,BM,Fire-Tac
154.280000,0.00000,KQ7633,"Common/Shared Fire",Statewide,"Fire Mutual Aid - VFIRE21","Iowa State Fire",CSQ,,FMN,BM,Fire-Talk
154.295000,0.00000,WPJN240,Shelby,Shelby,Fireground,"Shelby FG",,,FM,M,Fire-Tac
154.302500,0.00000,WQID686,"Calhoun County",Calhoun,"EMS Dispatch","Calhoun EMS","71.9 PL",,FMN,BM,"EMS Dispatch"
154.310000,0.00000,KDZ378,Spencer,Clay,Fireground,"Spencer Fire",,,FMN,BM,Fire-Tac
154.310000,158.86500,KBG636,"Montgomery County",Montgomery,"Fire Operations - PL 67.0 Grant, PL 97.4 Elliott, PL 114.8 Villisca, PL 229.1 Red Oak",MontgFireOps,,,FM,RM,Fire-Tac
154.310000,0.00000,KNFB466,"Chickasaw County",Chickasaw,"Fire Dispatch","Chickasaw Fire","167.9 PL",,FMN,BM,"Fire Dispatch"
154.310000,0.00000,KKV695,"Decatur County",Decatur,"Fire Dispatch","Decatur Fire","131.8 PL",,FMN,BM,"Fire Dispatch"
154.310000,154.95000,WPAJ382,"Woodbury County",Woodbury,"Fire West","Wdbry FD W","143 DPL",,FM,RM,"Fire Dispatch"
154.310000,159.04500,WQEL597,"Van Buren County","Van Buren","Fire: Dispatch",VanBurenFire,"141.3 PL",,FMN,RM,"Fire Dispatch"
154.325000,0.00000,KVP439,"Franklin County",Franklin,"Fire Dispatch",FranklinFire,"127.3 PL",,FM,BM,"Fire Dispatch"
154.325000,150.80500,KNAI436,"Mahaska County",Mahaska,"Fire Paging","Mahaska Page","141.3 PL",,FMN,RM,"Fire Dispatch"
154.325000,0.00000,KYF257,"Buena Vista County","Buena Vista","Fire Dispatch","BV Fire","654 DPL",,FMN,BM,"Fire Dispatch"
154.325000,0.00000,WQAX334,"Adair County",Adair,"Fire Dispatch",AdairCoFire,CSQ,,FMN,BM,"Fire Dispatch"
154.325000,0.00000,WQEC234,"Clayton County",Clayton,"Fire/EMS Response - linked with 156.2175","Claytn Fire","032 DPL",,FMN,BM,Multi-Dispatch
154.325000,150.77500,WPMR446,"Business Schools",Statewide,"Glenwood Community School District - Transportation","GCSD Bus","CC 1|TG 54|SL 1",,DMR,RM,Schools
154.325000,0.00000,KOC492,Badger,Webster,Fireground,"Badger Fire",,,FMN,RM,Fire-Tac
154.340000,158.92500,WNRX708,"Osceola County",Osceola,"Fire Dispatch - Sibley, Harris, May City Repeaters",OsceolaFire,"311 DPL",,FMN,RM,"Fire Dispatch"
154.340000,158.98500,KAB233,"Page County",Page,"Fire Dispatch - Clarinda Repeater","Page Co Fire","100.0 PL",,FMN,RM,"Fire Dispatch"
154.340000,0.00000,KGT463,"Johnson County",Johnson,"County Fire Mutual Aid","John Co Fire","167.9 PL",,FMN,BM,Fire-Talk
154.340000,158.79000,WPPG752,"Carroll County",Carroll,"Sheriff Dispatch","Carol Co Sh ","131.8 PL",,FM,RM,"Law Dispatch"
154.340000,0.00000,WPQH280,"Story County",Story,"Fire Dispatch","Story Fire","173.8 PL",,FMN,BM,"Fire Dispatch"
154.340000,0.00000,KDB599,Osceola,Clarke,"Fire Dispatch","Osceola Fire",,,FM,BM,"Fire Dispatch"
154.340000,0.00000,KNFU640,"Fort Madison",Lee,Fireground,"FtMadison FG",,,FMN,BM,Fire-Tac
154.340000,0.00000,WRA649,"Palo Alto County Hospital","Palo Alto",Hospital,PaAlHospital,,,FM,M,Hospital
154.340000,0.00000,KQR545,"Bremer County",Bremer,"Fire and Ambulance Dispatch","Bremer Fire","167.9 PL",,FMN,BM,"Fire Dispatch"
154.355000,158.95500,KDJ529,Ottumwa,Wapello,"Fire Operations","Ottumwa Fire D","FD NAC",,P25,BM,"Fire Dispatch"
154.355000,159.24750,KD47984,"Jasper County",Jasper,"Fire Dispatch - Newton - Patched to SARA","Newton Fire","136.5 PL",,FMN,RM,"Fire Dispatch"
154.355000,0.00000,KDO203,"Sac County",Sac,"Fire/EMS Dispatch","Sac Fire Disp",CSQ,,FMN,BM,"Fire Dispatch"
154.355000,156.23250,WQAP953,"Hardin County",Hardin,"Fire Operations","Hardin Fire","203.5 PL",,FMN,RM,Fire-Tac
154.355000,150.79000,WPYE254,"Mitchell County",Mitchell,"Fire Dispatch","Mitch Fire","94.8 PL",,FMN,RM,"Fire Dispatch"
154.355000,158.95500,KDJ529,Ottumwa,Wapello,"Fire Dispatch","Ottumwa Fire A","107.2 PL",,FMN,RM,"Fire Dispatch"
154.355000,159.27000,KNCX756,"Delaware County",Delaware,"Fire Dispatch","Del Fire","179.9 PL",,FMN,BM,"Fire Dispatch"
154.355000,150.77500,WPXK622,"Union County",Union,"Fire Dispatch","UC Fire Disp",,,FM,RM,"Fire Dispatch"
154.355000,0.00000,WPMLl433,Emmetsburg,"Palo Alto",Fireground,EmburgFire,,,FMN,RM,Fire-Tac
154.355000,0.00000,KNDE576,Atlantic,Cass,Fireground,"Atlantic FG",CSQ,,FMN,BM,Fire-Tac
154.370000,0.00000,WZW935,"Harrison County",Harrison,"Fire Dispatch","Harrison Fire","141.3 PL",,FMN,BM,"Fire Dispatch"
154.370000,153.98000,WQGC314,"Webster County",Webster,"Fire Dispatch - 146.2 PL used for voice ops","Webster Fire",CSQ,,FMN,RM,"Fire Dispatch"
154.370000,158.73000,KLG478,"O'Brien County",O'Brien,"Fire/EMS Dispatch","OBrien Fire",,,FMN,RM,"Fire Dispatch"
154.370000,0.00000,WPYG970,"Warren County",Warren,"Fire Dispatch",WarrenFireDi,"85.4 PL",,FM,BM,"Fire Dispatch"
154.370000,0.00000,WQCD452,Washington,Washington,"Fire Dispatch"," Wash Fire D","167.9 PL",,FMN,BM,"Fire Dispatch"
154.370000,0.00000,WPQJ522,"Winneshiek County",Winneshiek,"Fireground 3",WinneshiekFG,"151.4 PL",,FMN,BM,Fire-Tac
154.377500,0.00000,KNJP573,"Cass County",Cass,Fireground,CassFire,CSQ,,FMN,M,Fire-Tac
154.385000,159.22500,KNEP905,"Emmet County",Emmet,"Fire Dispatch","Emmet Fire",,,FM,RM,"Fire Dispatch"
154.385000,158.88000,WPAK829,"Jones County",Jones,"Fire/EMS Dispatch","53 FIRE DISPATCH","186.2 PL",,FMN,RM,"Fire Dispatch"
154.385000,0.00000,KCS243,"Carroll County",Carroll,"Fire Dispatch","CarolCo Fire",CSQ,,FM,BM,"Fire Dispatch"
154.385000,0.00000,WSL596,"Davis County",Davis,"Fire Dispatch","Davis Fire","123.0 PL",,FMN,BM,"Fire Dispatch"
154.385000,150.80500,WQL956,"Ringgold County",Ringgold,"Fire Dispatch","Ringgold Fire","127.3 PL",,FMN,RM,"Fire Dispatch"
154.385000,159.03750,KGK678,"Marshall County",Marshall,"Fire Dispatch",MarshallFire,"82.5 PL",,FMN,RM,"Fire Dispatch"
154.385000,158.88000,WPAK829,"Jones County",Jones,"Fire/EMS Dispatch P25","53 FIRE DISPATCH","53 NAC",,P25,RM,"Fire Dispatch"
154.400000,0.00000,KAN839,"Pottawattamie County",Pottawattamie,Data,"PottCo Data",,,Telm,BM,"Fire Dispatch"
154.400000,159.42750,WNKA960,"Henry County",Henry,"Fire Dispatch","Henry CoFire","146.2 PL",,FMN,RM,"Fire Dispatch"
154.400000,0.00000,WPUR754,"Cherokee County",Cherokee,"Fire Dispatch","Cher Fire",,,FM,BM,"Fire Dispatch"
154.400000,159.01500,WQDL877,"Boone County",Boone,"Fire Dispatch","Boone Fire",CSQ,,FMN,RM,"Fire Dispatch"
154.400000,0.00000,WQMP889,"Lucas County",Lucas,"Fire Dispatch","Lucas Fire","186.2 PL",,FMN,RM,"Fire Dispatch"
154.400000,0.00000,WNCE399,"Winnebago County",Winnebago,"Fire Dispatch","Winn Fire",,,FM,BM,"Fire Dispatch"
154.400000,153.89000,KDW967,"Howard County",Howard,"Fire Dispatch","Howard Fire","445 DPL",,FM,RM,"Fire Dispatch"
154.415000,156.15000,WPUL705,"Cedar County",Cedar,"Fire Dispatch","Cedar Fire Disp","141.3 PL",,FMN,RM,"Fire Dispatch"
154.415000,0.00000,KYY840,"Palo Alto County","Palo Alto","Fire Dispatch","PaAl Fire",,,FM,BM,"Fire Dispatch"
154.415000,0.00000,KDQ201,"Floyd County",Floyd,"Fire Dispatch - 85.4 PL???","Floyd Fire",CSQ,,FM,BM,"Fire Dispatch"
154.415000,150.80500,WPTV455,"Allamakee County",Allamakee,"Fire Dispatch","Allamakee Fire","186.2 PL",,FMN,RM,"Fire Dispatch"
154.415000,150.77500,WQHB983,"Fort Dodge",Webster,"Fire Dispatch","FDFD Rptr","151.4 PL",,FMN,RM,"Fire Dispatch"
154.415000,150.80500,KNJB362,"Audubon County",Audubon,"Fire Dispatch",AudubonFire,,,FMN,RM,"Fire Dispatch"
154.415000,158.85750,KNCG838,"Jasper County",Jasper,"Fire Dispatch - Reasnor/Monroe - Patched to SARA","Jspr Fire South","173.8 PL",,FMN,RM,"Fire Dispatch"
154.415000,158.85750,KNCG838,"Jasper County",Jasper,"Fire Dispatch - Prairie City - Patched to SARA","Jspr Fire S West","186.2 PL",,FMN,RM,"Fire Dispatch"
154.415000,158.85750,KNCG838,"Jasper County",Jasper,"Fire Dispatch - Sully/Lynnville - Patched to SARA","Jspr Fire S East","203.5 PL",,FMN,RM,"Fire Dispatch"
154.415000,158.85750,KNCG838,"Jasper County",Jasper,"Fire Dispatch - Kellogg","Jspr Fire East","162.2 PL",,FMN,RM,"Fire Dispatch"
154.415000,156.15000,WPUL705,"Cedar County",Cedar,"Fire Operations","Cedar Fire Ops","064 NAC",,P25,RM,"Fire Dispatch"
154.430000,150.77500,KTE529,Burlington,"Des Moines","Fire: Dispatch / Talk Around","Burlington Fire ","141.3 PL",,FMN,RM,"Fire Dispatch"
154.430000,158.94000,WQAG797,"Humboldt County",Humboldt,"Fire/EMS Dispatch","Humb Co Fire","136.5 PL",,FM,RM,"Fire Dispatch"
154.430000,0.00000,KNBN649,Centerville,Appanoose,"Fire Dispatch","Cville Fire ",,,FMN,BM,"Fire Dispatch"
154.430000,0.00000,WNIL205,Marshalltown,Marshall,"Fire Dispatch",MarshltwnFir,"146.2 PL",,FMN,BM,"Fire Dispatch"
154.430000,0.00000,KNAW735,Prescott,Adams,"Fire Tactical","Prescott FG",,,FM,BM,Fire-Tac
154.430000,0.00000,KFA423,"Linn County",Linn,"County Fire Mutual Aid","Linn Fire","192.8 PL",,FMN,BM,Fire-Talk
154.437500,159.02250,WQSX584,"Clayton County",Clayton,"Road Department - Guttenburg tower","Clayton Road","CC 1|TG 6000|SL 1",,DMR,RM,"Public Works"
154.445000,0.00000,WXT865,"Wayne County",Wayne,"Fire Dispatch","Wayne Co Fr","167.9 PL",,FMN,BM,"Fire Dispatch"
154.445000,0.00000,WQAK399,"Ida County",Ida,"Fire Dispatch - Countywide","Ida Co Fire","127.3 PL",,FMN,RM,"Fire Dispatch"
154.445000,0.00000,WNLX693,"Hancock County",Hancock,"Fire Dispatch",HancockFire,,,FM,BM,"Fire Dispatch"
154.445000,0.00000,WNQM827,"Dallas County",Dallas,"Fire Dispatch","Dal Co Fire","125 DPL",,FMN,BM,"Fire Dispatch"
154.445000,0.00000,KTC804,"Winneshiek County",Winneshiek,"Fire Dispatch","Winn Fire",CSQ,,FMN,BM,"Fire Dispatch"
154.445000,153.89000,WPCQ788,"Lee County / LeeComm",Lee,"Fire: Dispatch (D662 in)",LeeFireDisp,"654 DPL",,FMN,RM,"Fire Dispatch"
154.445000,0.00000,KTZ459,"Iowa County",Iowa,"County Fire Mutual Aid","Iowa Co Fire","127.3 PL",,FMN,BM,Fire-Tac
154.445000,159.01500,KTC804,"Winneshiek County",Winneshiek,"Fire Dispatch - Decorah & Calmar Tower",WinneshiekFr,"151.4 PL",,FMN,RM,"Fire Dispatch"
154.456250,0.00000,WPEX561,"Water Association Wapello Rural Water Association",Statewide,"Water Control",WapelloWater,,,Telm,F,Data
154.463750,0.00000,WQQP301,"Water Association Poweshiek Water Association",Statewide,"Water Control","PWA Control",,,Telm,F,Data
154.471250,0.00000,WPRU612,"Business Newton Area",Statewide,"Central Iowa Water - water data",WaterData,,,Telm,F,Data
154.478750,0.00000,WPPA677,"Water Association Poweshiek Water Association",Statewide,"Water Control","PWA Control",,,Telm,F,Data
154.490000,0.00000,KAH957,"Businesses Kings Material",Statewide,"Kings Material - Daily Operations",KingMaterial,"118.8 PL",,FM,BM,Business
154.527500,0.00000,WQJV997,"Business Schaller Telephone Company",Statewide,"Schaller Telepone Company",SchallerTele,,,FM,BM,Business
154.527500,0.00000,WQPS209,"Businesses JNET Technology Solutions",Statewide,"Channel 6","JNET 6","412 NAC",,P25,M,Business
