Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
35755,8bab,"Gladstone Police","DE","Police Dispatch","Law Dispatch","Clay County MO - Gladstone"
35756,8bac,"GladstonePD Tac1","DE","Police Tac-1","Law Tac","Clay County MO - Gladstone"
35757,8bad,"GladstonePD Tac2","DE","Police Tac-2","Law Tac","Clay County MO - Gladstone"
35763,8bb3,"Gladstone FD Ins","D","Fire Inspections","Fire-Talk","Clay County MO - Gladstone"
35765,8bb5,"GladstonePubWrks","D","Public Works","Public Works","Clay County MO - Gladstone"
35766,8bb6,"GladstoneComunty","D","Community Center","Public Works","Clay County MO - Gladstone"
35799,8bd7,"NKC Fire T/O","D","Fire Tone Out - Station Alerts","Fire Dispatch","Clay County MO - North Kansas City"
35800,8bd8,"NKC Fire Disp","D","Fire Dispatch ","Fire Dispatch","Clay County MO - North Kansas City"
35801,8bd9,"NKC Fire 2","D","Fire 2","Fire-Tac","Clay County MO - North Kansas City"
35802,8bda,"NKC Fire 3","D","Fire 3","Fire-Tac","Clay County MO - North Kansas City"
35805,8bdd,"NKC Police","DE","Police Dispatch ","Law Dispatch","Clay County MO - North Kansas City"
35807,8bdf,"NKC Police 2","DE","Police 2","Law Tac","Clay County MO - North Kansas City"
35808,8be0,"NKC Police Tac","DE","Police Tactical","Law Tac","Clay County MO - North Kansas City"
35825,8bf1,"NKC Fire Train 1","D","Fire Training 1","Fire-Talk","Clay County MO - North Kansas City"
35850,8c0a,"Riverside Fire ","D","Fire Dispatch","Fire Dispatch","Platte County MO - Riverside"
35851,8c0b,"RiversideFD Tac1","D","Fire Tac 1","Fire-Tac","Platte County MO - Riverside"
35855,8c0f,"Riverside Police","DE","Police Dispatch","Law Dispatch","Platte County MO - Riverside"
35856,8c10,"RiversidePD Tac1","DE","Police Tac 1","Law Tac","Platte County MO - Riverside"
35857,8c11,"RiversidePD Tac2","DE","Police Tac 2 ","Law Tac","Platte County MO - Riverside"
35865,8c19,"RiversidePubWrks","D","Public Works","Public Works","Platte County MO - Riverside"
35900,8c3c,"KC Scout ","De","Motorist Assist Dispatch","Public Works","KC Scout"
35901,8c3d,"KC Scout Ops 1","De","Motorist Assist Ops 1","Public Works","KC Scout"
36826,8fda,"NKC Fire Train 2","D","Fire Training 2","Fire-Talk","Clay County MO - North Kansas City"
36998,9086,"Motorola 998","D","Motorola Radio Techs","Business","Radio Technicians / Testing"
36999,9087,"Motorola 999","D","Motorola Radio Techs","Business","Radio Technicians / Testing"
37000,9088,"KC PD East","DE","Kansas City Police -- East","Law Dispatch","Wyandotte County KS"
37001,9089,"KC PD Midtwn","DE","Kansas City Police -- Midtown","Law Dispatch","Wyandotte County KS"
37002,908a,"KC PD West","DE","Kansas City Police -- West","Law Dispatch","Wyandotte County KS"
37003,908b,"KC PD  South","DE","Kansas City Police -- South","Law Dispatch","Wyandotte County KS"
37004,908c,"KC PD Score","DE","Kansas City Police SCORE","Law Tac","Wyandotte County KS"
37005,908d,"KC PD ACO","D","Kansas City Police -- Animal Control","Law Tac","Wyandotte County KS"
37006,908e,"KC PD Detect","DE","Kansas City Police -- Detective","Law Tac","Wyandotte County KS"
37007,908f,"KC PD Vice","DE","Kansas City Police -- Narcotics/Vice","Law Tac","Wyandotte County KS"
37008,9090,"KC CtznPatrl","D","Kansas City Police -- Neighborhood Crime Patrol (Civilian)","Law Tac","Wyandotte County KS"
37010,9092,"KC PD TAC 1","DE","Kansas City Police -- Tac-1","Law Tac","Wyandotte County KS"
37011,9093,"KC PD TAC 2","DE","Kansas City Police -- Tac-2","Law Tac","Wyandotte County KS"
37012,9094,"KC PDDirect1","DE","Kansas City Police -- Direct 1","Law Tac","Wyandotte County KS"
37013,9095,"KC PDDirect2","DE","Kansas City Police -- Direct 2","Law Tac","Wyandotte County KS"
37014,9096,"KC School Police","DE","USD 500 Police -- School Police","Law Dispatch","Wyandotte County KS"
37015,9097,"KC Fire Disp","D","Kansas City Fire -- Dispatch ","Fire Dispatch","Wyandotte County KS"
37016,9098,"KC Fire Tac1","D","Kansas City Fire -- Tac 1","Fire-Tac","Wyandotte County KS"
37017,9099,"KC Fire Tac2","D","Kansas City Fire -- Tac 2","Fire-Tac","Wyandotte County KS"
37018,909a,"KC Fire Tac3","D","Kansas City Fire -- Tac 3 ","Fire-Tac","Wyandotte County KS"
37019,909b,"KC Fire Tac4","D","Kansas City Fire -- Tac 4","Fire-Tac","Wyandotte County KS"
37020,909c,"KC Fire Tac5","D","Kansas City Fire -- Tac 5","Fire-Tac","Wyandotte County KS"
37021,909d,"KC Fire Tac6","D","Kansas City Fire -- TAC 6","Fire-Tac","Wyandotte County KS"
37022,909e,"KC Fire Tac7","D","Kansas City Fire -- TAC 7","Fire-Tac","Wyandotte County KS"
37023,909f,"KC Fire Tac8","D","Kansas City Fire -- TAC 8","Fire-Tac","Wyandotte County KS"
37024,90a0,"KC Fire Tac9","D","Kansas City Fire -- TAC 9","Fire-Tac","Wyandotte County KS"
37025,90a1,"KC FireTac10","D","Kansas City Fire -- TAC 10","Fire-Tac","Wyandotte County KS"
37026,90a2,"KCFireEMS","D","Kansas City Fire -- EMS","EMS Dispatch","Wyandotte County KS"
37027,90a3,"KCK FD Station 1","D","KCK Fire Station 1 (815 N 6th St)","Fire Dispatch","Wyandotte County KS"
37028,90a4,"KCK FD Station 2","D","KCK Fire Station 2 (6241 State Ave)","Fire Dispatch","Wyandotte County KS"
37029,90a5,"KCK FD Station 3","D","KCK Fire Station 3 (420 Kansas Ave)","Fire Dispatch","Wyandotte County KS"
37030,90a6,"KCK FD Station 4","D","KCK Fire Station 4 (3044 N 81st St)","Fire Dispatch","Wyandotte County KS"
37031,90a7,"KCK FD Station 5","D","KCK Fire Station 5 (910 Quindaro Blvd)","Fire Dispatch","Wyandotte County KS"
37032,90a8,"KCK FD Station 6","D","KCK Fire Station 6 (9548 State Ave)","Fire Dispatch","Wyandotte County KS"
37033,90a9,"KCK FD Station 7","D","KCK Fire Station 7 (2717 Strong Ave)","Fire Dispatch","Wyandotte County KS"
37034,90aa,"KCK FD Station 8","D","KCK Fire Station 8 (3131 N 123rd St)","Fire Dispatch","Wyandotte County KS"
37035,90ab,"KCK FD Station 9","D","KCK Fire Station 9 (1100 Central Ave)","Fire Dispatch","Wyandotte County KS"
37036,90ac,"KCK FD Station10","D","KCK Fire Station 10 (2200 W 36th Ave)","Fire Dispatch","Wyandotte County KS"
37037,90ad,"KCK FD Station11","D","KCK Fire Station 11 (3100 State Ave)","Fire Dispatch","Wyandotte County KS"
37038,90ae,"KCK FD Station12","D","KCK Fire Station 12 (2913 Hutton Rd)","Fire Dispatch","Wyandotte County KS"
37040,90b0,"KCK FD Station14","D","KCK Fire Station 14 (2615 N 27th St)","Fire Dispatch","Wyandotte County KS"
37042,90b2,"KCK FD Station16","D","KCK Fire Station 16 (1437 S 55th St)","Fire Dispatch","Wyandotte County KS"
37043,90b3,"KCK FD Station17","D","KCK Fire Station 17 (2418 S 51st St)","Fire Dispatch","Wyandotte County KS"
37044,90b4,"KCK FD Station18","D","KCK Fire Station 18 (5429 Leavenworth Rd)","Fire Dispatch","Wyandotte County KS"
37045,90b5,"KCK FD Station19","D","KCK Fire Station 19 (1011 N 80th Terrace)","Fire Dispatch","Wyandotte County KS"
37046,90b6,"KCK FD Station20","D","KCK Fire Station 20 (7741 Kansas Ave)","Fire Dispatch","Wyandotte County KS"
37049,90b9,"Wy Co PubWks","D","WYCO Public Works/Street Dept","Public Works","Wyandotte County KS"
37052,90bc,"KCKStrtsDis5","D","KC KS Street Department District 5","Public Works","Wyandotte County KS"
37053,90bd,"KCKStrtsDis4","D","KC KS Street Department District 4","Public Works","Wyandotte County KS"
37058,90c2,"Wy Co Codes","D","WYCO Code Enforcement","Public Works","Wyandotte County KS"
37061,90c5,"WyandotCoTAC","DE","Wyandotte Sheriff Tac","Law Tac","Wyandotte County KS"
37063,90c7,"WyandotCo SO","De","Wyandotte Sheriff","Law Dispatch","Wyandotte County KS"
37064,90c8,"WYCO JailOps","D","Wyandotte County Jail operations (non encrypted)","Corrections","Wyandotte County KS"
37068,90cc,"Wy Co EM Mgn","D","WYCO Emergency Management","Emergency Ops","Wyandotte County KS"
37069,90cd,"Wy Co EM WX","D","WYCO Emergency Management WX","Emergency Ops","Wyandotte County KS"
37070,90ce,"Wy Co EM EOC","D","WYCO Emergency Management EOC","Emergency Ops","Wyandotte County KS"
37071,90cf,"Wy Co COM 1","D","Wyandotte Common 1","Interop","Wyandotte County KS"
37072,90d0,"Wy Co COM 2","D","Wyandotte Common 2","Interop","Wyandotte County KS"
37073,90d1,"Wy Co COM 3","D","Wyandotte Common 3","Interop","Wyandotte County KS"
37074,90d2,"Wy Co COM 4","D","Wyandotte Common 4","Interop","Wyandotte County KS"
37075,90d3,"Wy Co COM 5","D","Wyandotte Common 5","Interop","Wyandotte County KS"
37076,90d4,"Wy Co COM 6","D","Wyandotte Common 6","Interop","Wyandotte County KS"
37077,90d5,"Wy Co COM 7","D","Wyandotte Common 7","Interop","Wyandotte County KS"
37078,90d6,"Wy Co COM 8","D","Wyandotte Common 8","Interop","Wyandotte County KS"
37079,90d7,"Wy Co The Bus","D","The Bus","Transportation","Wyandotte County KS"
37081,90d9,"KCKCC PD","DE","KCKCC Police (Community College)","Law Dispatch","Wyandotte County KS"
37082,90da,"BnrSprgsPD 1","DE","Bonner Springs / Edwardsville Police -- Channel 1 ","Law Dispatch","Wyandotte County KS"
37083,90db,"BnrSprgsTAC1","DE","Bonner Springs Police Tac 1","Law Tac","Wyandotte County KS"
37085,90dd,"BonnerSpgsFD","D","Bonner Springs Fire and EMS Dispatch","Fire Dispatch","Wyandotte County KS"
37086,90de,"BnrSpgFDTac1","D","Bonner Springs Fire and EMS -- TAC 1 ","Fire-Tac","Wyandotte County KS"
37087,90df,"BnrSpgFDTac2","D","Bonner Springs Fire and EMS -- TAC 2","Fire-Tac","Wyandotte County KS"
37088,90e0,"BnrSpg Amb Ops","D","Bonner Springs Ambulance Operations","EMS-Tac","Wyandotte County KS"
37091,90e3,"Tiblow Transit","D","Bonner Springs Public Transportation","Transportation","Wyandotte County KS"
37093,90e5,"EdwvlPD TAC1","DE","Edwardsville Police Tac 1","Law Tac","Wyandotte County KS"
37095,90e7,"ED Fire Disp","D","Edwardsville Fire Dispatch","Fire Dispatch","Wyandotte County KS"
37097,90e9,"ED Fire Tac1","D","Edwardsville Fire Tac-1","Fire-Tac","Wyandotte County KS"
37098,90ea,"ED Fire Tac2","D","Edwardsville Fire Tac-2","Fire-Tac","Wyandotte County KS"
37100,90ec,"BPU MainDisp","D","Kansas City BPU Utilities -- Main Dispatch ","Utilities","Wyandotte County KS"
37116,90fc,"BPU Water","D","BPU Water ","Utilities","Wyandotte County KS"
